"","X","RT","SERIALNO","SPORDER","PUMA","ST","ADJINC","AGEP","CIT","CITWP","COW","DDRS","DEAR","DEYE","DOUT","DPHY","DRAT","DRATX","DREM","ENG","FER","GCL","GCM","GCR","HINS1","HINS2","HINS3","HINS4","HINS5","HINS6","HINS7","INTP","JWMNP","JWRIP","JWTR","LANP","LANX","MAR","MARHD","MARHM","MARHT","MARHW","MARHYP","MIG","MIL","MLPA","MLPB","MLPCD","MLPE","MLPFG","MLPH","MLPI","MLPJ","MLPK","NWAB","NWAV","NWLA","NWLK","NWRE","OIP","PAP","RELP","RETP","SCH","SCHG","SCHL","SEMP","SEX","SSIP","SSP","WAGP","WKHP","WKL","WKW","WRK","YOEP","ANC","ANC1P","ANC2P","DECADE","DIS","DRIVESP","ESP","ESR","FHICOVP","FOD1P","FOD2P","HICOV","HISP","INDP","JWAP","JWDP","MIGPUMA","MIGSP","MSP","NAICSP","NATIVITY","NOP","OC","OCCP","PAOC","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACAIAN","RACASN","RACBLK","RACNH","RACNUM","RACPI","RACSOR","RACWHT","RC","SCIENGP","SCIENGRLP","SFN","SFR","SOCP","VPS","WAOB","FAGEP","FANCP","FCITP","FCITWP","FCOWP","FDDRSP","FDEARP","FDEYEP","FDISP","FDOUTP","FDPHYP","FDRATP","FDRATXP","FDREMP","FENGP","FESRP","FFERP","FFODP","FGCLP","FGCMP","FGCRP","FHINS1P","FHINS2P","FHINS3C","FHINS3P","FHINS4C","FHINS4P","FHINS5C","FHINS5P","FHINS6P","FHINS7P","FHISP","FINDP","FINTP","FJWDP","FJWMNP","FJWRIP","FJWTRP","FLANP","FLANXP","FMARHDP","FMARHMP","FMARHTP","FMARHWP","FMARHYP","FMARP","FMIGP","FMIGSP","FMILPP","FMILSP","FOCCP","FOIP","FPAP","FPERNP","FPINCP","FPOBP","FPOWSP","FPRIVCOVP","FPUBCOVP","FRACP","FRELP","FRETP","FSCHGP","FSCHLP","FSCHP","FSEMP","FSEXP","FSSIP","FSSP","FWAGP","FWKHP","FWKLP","FWKWP","FWRKP","FYOEP","stdworker"
"15436",70135,"P",664202,2,1805,"Ohio/OH",1007588,48,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,"No","No",NA,NA,"No",NA,NA,"Yes","No","No","No","No","No","No",0,10,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Married","No","No","Two times","No",2013,"Yes, same house (nonmovers)","On active duty in the past, but not now","Did not serve this period","Served this period","Did not serve this period","Did not serve this period","Did not serve this period","Did not serve this period","Did not serve this period","Did not serve this period","Did not serve this period","Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Husband/wife","None","No, has not attended in the last 3 months",NA,"Bachelor's degree",0,"Male","None","None",32000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Not reported","Not reported","Not reported",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No","BUSINESS MANAGEMENT AND ADMINISTRATION",NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","MFG-FOUNDRIES","6:00 a.m. to 6:04 a.m.","5:50 a.m. to 5:54 a.m.",NA,NA,"Now married, spouse present","MFG-FOUNDRIES","Native",NA,"No (includes GQ)","7700",NA,32000,32000,"Ohio/OH","352","01800","Ohio/OH","With private health insurance coverage","Without public health coverage","October through December","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)","No","No",NA,NA,"PRD-FIRST-LINE SUPERVISORS OF PRODUCTION AND OPERATING WORKERS","Gulf War: 8/1990 - 8/2001","US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"9008",40662,"P",507795,2,1502,"Louisiana/LA",1007588,29,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,"No","No",NA,NA,NA,NA,NA,"No","No","No","No","No","Yes","No",0,15,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Married","No","Yes","One time","No",2015,"Yes, same house (nonmovers)","On active duty in the past, but not now","Served this period","Did not serve this period","Did not serve this period","Did not serve this period","Did not serve this period","Did not serve this period","Did not serve this period","Did not serve this period","Did not serve this period","Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Husband/wife","None","No, has not attended in the last 3 months",NA,"Regular high school diploma",0,"Male","None","None",40000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Single","African American","Not reported",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","PRF-INVESTIGATION AND SECURITY SERVICES","1:45 p.m. to 1:49 p.m.","1:30 p.m. to 1:39 p.m.",NA,NA,"Now married, spouse present","PRF-INVESTIGATION AND SECURITY SERVICES","Native",NA,"No (includes GQ)","PRT-SECURITY GUARDS AND GAMING SURVEILLANCE OFFICERS",NA,40000,40000,"Louisiana/LA","348","01500","Louisiana/LA","Without private health insurance coverage","With public health coverage","April through June","Black or African American alone","Black or African American alone","Black or African American alone","No","No","Yes","No",1,"No","No","No","No (includes GQ)",NA,NA,NA,NA,"PRT-SECURITY GUARDS AND GAMING SURVEILLANCE OFFICERS","Gulf War: 9/2001 or later","US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No",TRUE
"9348",42213,"P",101606,5,1101,"Maryland/MD",1007588,29,"Not a citizen of the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No","Not at all","Yes",NA,NA,NA,"Yes","No","No","No","No","No","No",0,20,"In 2-person carpool","Car, truck, or van","Spanish","Yes, speaks another language","Never married or under 15 years old",NA,NA,NA,NA,NA,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Unmarried partner","None","No, has not attended in the last 3 months",NA,"Regular high school diploma",0,"Female","None","None",22000,40,"Within the past 12 months","27 to 39 weeks worked during past 12 months","Worked",2011,"Single","Salvadoran","Not reported","2000 or later","Without a disability","0.500 vehicles (In a 2-person carpool)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Salvadoran","WHL-GROCERY AND RELATED PRODUCT MERCHANT WHOLESALERS","5:50 a.m. to 5:54 a.m.","5:30 a.m. to 5:34 a.m.",NA,NA,"Never married","WHL-GROCERY AND RELATED PRODUCT MERCHANT WHOLESALERS","Foreign born",NA,"No (includes GQ)","PRD-MISCELLANEOUS PRODUCTION WORKERS, INCLUDING SEMICONDUCTOR PROCESSORS","Females with no own children",22000,22000,"El Salvador","177","00900","Maryland/MD","With private health insurance coverage","Without public health coverage","January through March","Some Other Race alone","Some Other Race alone","Some Other Race alone","No","No","No","No",1,"No","Yes","No","No (includes GQ)",NA,NA,NA,NA,"PRD-MISCELLANEOUS PRODUCTION WORKERS, INCLUDING SEMICONDUCTOR PROCESSORS *",NA,"Latin America (POB = 303,310-399)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"16090",73122,"P",1139213,1,1202,"Oklahoma/OK",1007588,43,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,NA,"No",NA,NA,"No","Yes","No","No","No","No","No",0,30,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Married","No","No","One time","No",2013,"No, different house in US or Puerto Rico","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Reference person","None","No, has not attended in the last 3 months",NA,"some college credit, no degree",0,"Male","None","None",54000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Single","African American","Not reported",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","RET-HARDWARE STORES","8:00 a.m. to 8:04 a.m.","7:30 a.m. to 7:34 a.m.","01290","Oklahoma/OK","Now married, spouse present","RET-HARDWARE STORES","Native",NA,"No (includes GQ)","SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS",NA,54000,54000,"Oklahoma/OK","362","01290","Oklahoma/OK","With private health insurance coverage","Without public health coverage","July through September","Black or African American alone","Black or African American alone","Black or African American alone","No","No","Yes","No",1,"No","No","No","No (includes GQ)",NA,NA,NA,NA,"SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"3009",13506,"P",1087661,3,6512,"California/CA",1007588,21,"Born in the U.S.",NA,"Employee of a private for profit","Yes","Yes","Yes","Yes","Yes",NA,NA,"Yes","Very well",NA,NA,NA,NA,"Yes","No","No","No","No","No","No",0,1,NA,"Walked","Spanish","Yes, speaks another language","Never married or under 15 years old",NA,NA,NA,NA,NA,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Biological son or daughter","None","No, has not attended in the last 3 months",NA,"Regular high school diploma",0,"Male","None","None",36000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Single","Mexican American","Not reported",NA,"With a disability",NA,NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Mexican","RET-LAWN AND GARDEN EQUIPMENT AND SUPPLIES STORES","7:00 a.m. to 7:04 a.m.","7:00 a.m. to 7:04 a.m.",NA,NA,"Never married","RET-LAWN AND GARDEN EQUIPMENT AND SUPPLIES STORES","Native",NA,"No (includes GQ)","TRN-LABORERS AND FREIGHT, STOCK, AND MATERIAL MOVERS, HAND",NA,36000,36000,"California/CA","472","06500","California/CA","With private health insurance coverage","Without public health coverage","October through December","Some Other Race alone","Some Other Race alone","Some Other Race alone","No","No","No","No",1,"No","Yes","No","No (includes GQ)",NA,NA,"In subfamily 1","Parent in a parent/child subfamily","TRN-LABORERS AND FREIGHT, STOCK, AND MATERIAL MOVERS, HAND",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",TRUE
"18649",84649,"P",329753,2,5201,"Texas/TX",1007588,43,"Born in the U.S.",NA,"Local government employee","No","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,"Yes","No","No","No","No","No","No",0,12,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Married","No","No","One time","No",1993,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Husband/wife","None","No, has not attended in the last 3 months",NA,"Master's degree",12000,"Female","None","None",52000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Single","French","Not reported",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No","BIOLOGY",NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","EDU-ELEMENTARY AND SECONDARY SCHOOLS","7:55 a.m. to 7:59 a.m.","7:45 a.m. to 7:49 a.m.",NA,NA,"Now married, spouse present","EDU-ELEMENTARY AND SECONDARY SCHOOLS","Native",NA,"No (includes GQ)","EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS","Females with own children 6 to 17 years only",64000,64000,"Louisiana/LA","501 percent or more","05200","Texas/TX","With private health insurance coverage","Without public health coverage","January through March","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)","Yes","No",NA,NA,"EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"13053",59001,"P",1145820,10,900,"New Mexico/NM",1007588,33,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No","Well","No","No",NA,NA,"Yes","No","No","No","No","No","No",0,45,"Drove alone","Car, truck, or van","Spanish","Yes, speaks another language","Married","No","No","One time","No",2001,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Other nonrelative","None","No, has not attended in the last 3 months",NA,"no high school diploma",0,"Female","None","None",48900,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months",NA,NA,"Not reported","Not reported","Not reported",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","Yes",NA,NA,"With health insurance coverage","Mexican","PRF-BUSINESS SUPPORT SERVICES","7:45 a.m. to 7:49 a.m.","7:00 a.m. to 7:04 a.m.",NA,NA,"Now married, spouse absent","PRF-BUSINESS SUPPORT SERVICES","Native",NA,"No (includes GQ)","OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS","Females with no own children",48900,48900,"Arizona/AZ","393","00790","New Mexico/NM","With private health insurance coverage","Without public health coverage","April through June","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,NA,NA,"OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS",NA,"US state (POB = 001-059)","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes",NA,"Yes",NA,"Yes",NA,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No",TRUE
"6692",30155,"P",547505,1,308,"Hawaii/HI",1007588,36,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,NA,"No",NA,NA,"No","Yes","No","No","No","No","No",5000,30,"In 2-person carpool","Car, truck, or van",NA,"No, speaks only English","Never married or under 15 years old",NA,NA,NA,NA,NA,"No, different house in US or Puerto Rico","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Reference person","None","No, has not attended in the last 3 months",NA,"some college credit, no degree",0,"Male","None","None",50000,50,"Within the past 12 months","40 to 47 weeks worked during past 12 months","Worked",NA,"Multiple","German","Austrian",NA,"Without a disability","0.500 vehicles (In a 2-person carpool)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","PRF-ARCHITECTURAL, ENGINEERING, AND RELATED SERVICES","5:45 a.m. to 5:49 a.m.","5:15 a.m. to 5:19 a.m.","01100","New Jersey/NJ","Never married","PRF-ARCHITECTURAL, ENGINEERING, AND RELATED SERVICES","Native",NA,"No (includes GQ)","FFF-FOREST AND CONSERVATION WORKERS",NA,50000,55000,"Virginia/VA","445","00300","Hawaii/HI","With private health insurance coverage","Without public health coverage","April through June","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,NA,NA,"FFF-FOREST AND CONSERVATION WORKERS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"2705",12205,"P",924134,2,6512,"California/CA",1007588,48,"U.S. citizen by naturalization",1991,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No","Very well",NA,"No",NA,NA,"Yes","No","No","No","No","No","No",0,25,"In 3-person carpool","Car, truck, or van","Polish","Yes, speaks another language","Married","No","No","One time","No",2001,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Husband/wife","None","No, has not attended in the last 3 months",NA,"Regular high school diploma",0,"Male","None","None",80000,60,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",1985,"Single","Polish","Not reported","1980 - 1989","Without a disability","0.333 vehicles (In a 3-person carpool)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","TRN-TRUCK TRANSPORTATION","4:10 p.m. to 4:14 p.m.","3:40 p.m. to 3:49 p.m.",NA,NA,"Now married, spouse present","TRN-TRUCK TRANSPORTATION","Foreign born",NA,"No (includes GQ)","TRN-DRIVER/SALES WORKERS AND TRUCK DRIVERS",NA,80000,80000,"Poland","487","06500","California/CA","With private health insurance coverage","Without public health coverage","October through December","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,NA,NA,"TRN-DRIVER/SALES WORKERS AND TRUCK DRIVERS",NA,"Europe (POB = 100-157,160,162-199)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"16633",75655,"P",370910,2,3504,"Pennsylvania/PA",1007588,22,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,NA,NA,NA,NA,"Yes","No","No","No","No","No","No",0,20,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Never married or under 15 years old",NA,NA,NA,NA,NA,"No, different house in US or Puerto Rico","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Housemate or roommate","None","No, has not attended in the last 3 months",NA,"some college credit, no degree",0,"Male","None","None",15000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Not reported","Not reported","Not reported",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","RET-ELECTRONICS STORES","7:50 a.m. to 7:54 a.m.","7:30 a.m. to 7:34 a.m.","04100","New York/NY","Never married","RET-ELECTRONICS STORES","Native",NA,"No (includes GQ)","SAL-RETAIL SALESPERSONS",NA,15000,15000,"Pennsylvania/PA","121","03500","Pennsylvania/PA","With private health insurance coverage","Without public health coverage","October through December","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,NA,NA,"SAL-RETAIL SALESPERSONS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"21802",98203,"P",149693,1,700,"Wisconsin/WI",1007588,46,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,NA,"No",NA,NA,"Yes","No","No","No","No","No","No",0,10,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Married","No","No","One time","No",1996,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Reference person","None","No, has not attended in the last 3 months",NA,"Regular high school diploma",-7100,"Male","None","None",33500,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Multiple","German","English",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","MED-HOME HEALTH CARE SERVICES","7:55 a.m. to 7:59 a.m.","7:45 a.m. to 7:49 a.m.",NA,NA,"Now married, spouse present","MED-HOME HEALTH CARE SERVICES","Native",NA,"No (includes GQ)","HLS-NURSING, PSYCHIATRIC, AND HOME HEALTH AIDES",NA,26400,26400,"Wisconsin/WI","139","00700","Wisconsin/WI","With private health insurance coverage","Without public health coverage","July through September","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,NA,NA,"HLS-NURSING, PSYCHIATRIC, AND HOME HEALTH AIDES",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"3805",17078,"P",29444,2,806,"Colorado/CO",1007588,32,"Born in the U.S.",NA,"Federal government employee","No","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,"Yes","No","No","No","No","No","No",0,30,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Married","No","No","One time","No",2009,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Husband/wife","None","No, has not attended in the last 3 months",NA,"GED or alternative credential",0,"Female","None","None",56000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Multiple","Japanese","Mexican",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","ADM-ADMINISTRATION OF HUMAN RESOURCE PROGRAMS","6:00 a.m. to 6:04 a.m.","5:30 a.m. to 5:34 a.m.",NA,NA,"Now married, spouse present","ADM-ADMINISTRATION OF HUMAN RESOURCE PROGRAMS","Native",NA,"No (includes GQ)","OFF-WORD PROCESSORS AND TYPISTS","Females with own children 6 to 17 years only",56000,56000,"Colorado/CO","355","00190","Colorado/CO","With private health insurance coverage","Without public health coverage","July through September","Asian alone","Japanese alone","Japanese alone","No","Yes","No","No",1,"No","No","No","No (includes GQ)",NA,NA,NA,NA,"OFF-WORD PROCESSORS AND TYPISTS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"7366",33184,"P",903706,2,1500,"Illinois/IL",1007588,38,"Born in the U.S.",NA,"Private not-for-profit employee","No","No","No","No","No",NA,NA,"No",NA,"Yes","No",NA,NA,"Yes","No","No","No","No","No","No",0,20,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Married","No","No","One time","No",2008,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Biological son or daughter","None","No, has not attended in the last 3 months",NA,"some college credit, no degree",0,"Female","None","None",20000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Multiple","Welsh","German",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","EDU-COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS,INCLUDING JUNIOR COLLEGES","7:45 a.m. to 7:49 a.m.","7:25 a.m. to 7:29 a.m.",NA,NA,"Now married, spouse present","EDU-COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS, INCLUDING JUNIOR COLLEGES","Native",NA,"No (includes GQ)","OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS","Females with own children under 6 years and 6 to 17 years",20000,20000,"Illinois/IL","291","01500","Illinois/IL","With private health insurance coverage","Without public health coverage","January through March","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,"In subfamily 1","Husband/wife with children","OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"2345",10543,"P",722131,2,3734,"California/CA",1007588,33,"Born in the U.S.",NA,"Local government employee","No","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,"Yes","No","No","No","No","No","No",0,25,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Never married or under 15 years old",NA,NA,NA,NA,NA,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Unmarried partner","None","No, has not attended in the last 3 months",NA,"Master's degree",0,"Female","None","None",76000,50,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Single","Chinese","Not reported",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No","GENERAL EDUCATION",NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","EDU-ELEMENTARY AND SECONDARY SCHOOLS","7:10 a.m. to 7:14 a.m.","6:45 a.m. to 6:49 a.m.",NA,NA,"Never married","EDU-ELEMENTARY AND SECONDARY SCHOOLS","Native",NA,"No (includes GQ)","EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS","Females with no own children",76000,76000,"California/CA","501 percent or more","03700","California/CA","With private health insurance coverage","Without public health coverage","October through December","Asian alone","Chinese, except Taiwanese, alone","Chinese alone","No","Yes","No","No",1,"No","No","No","No (includes GQ)","No","No",NA,NA,"EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
